date,product,category,region,quantity,unit_price,revenue,quarter
2024-06-09,Gizmo Pro,Gizmos,North,43,55.35,2380.05,Q2
2024-06-10,Gadget Y,Gadgets,East,27,153.02,4131.54,Q2
2024-06-10,Gizmo Pro,Gizmos,North,43,192.65,8283.95,Q2
2024-06-11,Widget B,Widgets,North,10,165.79,1657.9,Q2
2024-06-11,Gizmo Lite,Gizmos,West,39,40.54,1581.06,Q2
2024-06-11,Widget B,Widgets,West,14,153.76,2152.64,Q2
2024-06-12,Widget B,Widgets,East,32,25.98,831.36,Q2
2024-06-12,Widget A,Widgets,East,41,130.04,5331.64,Q2
2024-06-12,Widget B,Widgets,West,24,165.55,3973.2,Q2
2024-06-13,Gadget X,Gadgets,North,30,13.5,405.0,Q2
2024-06-13,Widget B,Widgets,South,28,130.2,3645.6,Q2
2024-06-14,Gizmo Pro,Gizmos,West,22,188.07,4137.54,Q2
2024-06-15,Widget B,Widgets,North,4,67.18,268.72,Q2
2024-06-15,Gadget Y,Gadgets,South,22,144.63,3181.86,Q2
2024-06-15,Widget A,Widgets,East,22,127.97,2815.34,Q2
2024-06-15,Widget B,Widgets,North,14,194.96,2729.44,Q2
2024-06-16,Gadget Y,Gadgets,West,35,122.94,4302.9,Q2
2024-06-16,Gizmo Pro,Gizmos,East,11,166.09,1826.99,Q2
2024-06-16,Gadget X,Gadgets,South,11,139.83,1538.13,Q2
2024-06-16,Widget B,Widgets,West,46,99.02,4554.92,Q2
2024-06-17,Gadget X,Gadgets,East,13,172.3,2239.9,Q2
2024-06-18,Gizmo Pro,Gizmos,West,29,66.69,1934.01,Q2
2024-06-18,Widget B,Widgets,South,47,139.29,6546.63,Q2
2024-06-18,Gadget X,Gadgets,South,27,174.93,4723.11,Q2
2024-06-19,Gadget Y,Gadgets,West,29,189.29,5489.41,Q2
2024-06-19,Gizmo Pro,Gizmos,North,20,85.54,1710.8,Q2
2024-06-19,Gizmo Pro,Gizmos,South,3,69.27,207.81,Q2
2024-06-19,Gadget Y,Gadgets,North,38,53.69,2040.22,Q2
2024-06-20,Widget A,Widgets,South,25,145.84,3646.0,Q2
2024-06-20,Gadget Y,Gadgets,West,16,113.21,1811.36,Q2
2024-06-20,Gizmo Lite,Gizmos,North,25,175.04,4376.0,Q2
2024-06-21,Gadget X,Gadgets,East,46,110.77,5095.42,Q2
2024-06-21,Gadget X,Gadgets,North,29,34.94,1013.26,Q2
2024-06-21,Gadget Y,Gadgets,East,3,45.24,135.72,Q2
2024-06-21,Widget A,Widgets,North,30,32.29,968.7,Q2
2024-06-22,Gadget Y,Gadgets,South,20,91.76,1835.2,Q2
2024-06-22,Widget A,Widgets,North,22,120.57,2652.54,Q2
2024-06-23,Gadget X,Gadgets,North,13,38.42,499.46,Q2
2024-06-23,Widget B,Widgets,South,30,84.57,2537.1,Q2
2024-06-24,Gizmo Lite,Gizmos,North,32,134.83,4314.56,Q2
2024-06-24,Widget A,Widgets,East,38,182.49,6934.62,Q2
2024-06-24,Gizmo Lite,Gizmos,West,24,37.73,905.52,Q2
2024-06-25,Gizmo Lite,Gizmos,South,32,13.49,431.68,Q2
2024-06-26,Gadget Y,Gadgets,West,20,75.74,1514.8,Q2
2024-06-26,Widget B,Widgets,North,33,108.37,3576.21,Q2
2024-06-27,Gizmo Pro,Gizmos,West,30,16.31,489.3,Q2
2024-06-28,Gizmo Lite,Gizmos,East,39,35.22,1373.58,Q2
2024-06-28,Widget B,Widgets,East,46,141.71,6518.66,Q2
2024-06-29,Widget B,Widgets,East,44,29.87,1314.28,Q2
2024-06-29,Gizmo Pro,Gizmos,North,3,180.28,540.84,Q2
2024-06-30,Widget A,Widgets,North,39,126.46,4931.94,Q2
2024-06-30,Widget B,Widgets,South,12,175.48,2105.76,Q2
2024-07-01,Gizmo Lite,Gizmos,East,20,74.5,1490.0,Q3
2024-07-01,Gadget X,Gadgets,South,20,115.07,2301.4,Q3
2024-07-01,Widget B,Widgets,East,22,95.94,2110.68,Q3
2024-07-01,Widget A,Widgets,South,42,93.34,3920.28,Q3
2024-07-02,Gadget Y,Gadgets,North,23,133.56,3071.88,Q3
2024-07-02,Gizmo Pro,Gizmos,West,57,195.41,11138.37,Q3
2024-07-03,Gizmo Pro,Gizmos,South,96,104.66,10047.36,Q3
2024-07-04,Widget B,Widgets,West,19,53.41,1014.79,Q3
2024-07-04,Widget A,Widgets,East,3,25.49,76.47,Q3
2024-07-05,Gizmo Pro,Gizmos,East,87,89.5,7786.5,Q3
2024-07-05,Widget A,Widgets,South,7,97.9,685.3,Q3
2024-07-05,Gizmo Pro,Gizmos,West,93,89.02,8278.86,Q3
2024-07-06,Gizmo Pro,Gizmos,South,12,149.72,1796.64,Q3
2024-07-06,Gadget Y,Gadgets,East,24,113.23,2717.52,Q3
2024-07-06,Widget A,Widgets,South,36,15.58,560.88,Q3
2024-07-06,Gadget Y,Gadgets,West,2,123.57,247.14,Q3
2024-07-07,Widget B,Widgets,South,12,82.93,995.16,Q3
2024-07-07,Gizmo Pro,Gizmos,South,45,54.8,2466.0,Q3
2024-07-08,Gadget Y,Gadgets,South,48,124.35,5968.8,Q3
2024-07-08,Gadget Y,Gadgets,East,14,194.57,2723.98,Q3
2024-07-08,Gizmo Pro,Gizmos,North,15,23.14,347.1,Q3
2024-07-08,Gizmo Lite,Gizmos,East,47,122.65,5764.55,Q3
2024-07-09,Gadget Y,Gadgets,North,2,28.1,56.2,Q3
2024-07-10,Widget A,Widgets,North,28,59.05,1653.4,Q3
2024-07-10,Gizmo Pro,Gizmos,West,3,156.96,470.88,Q3
2024-07-10,Gadget Y,Gadgets,East,45,55.04,2476.8,Q3
2024-07-11,Widget B,Widgets,West,3,93.98,281.94,Q3
2024-07-11,Widget B,Widgets,South,29,74.03,2146.87,Q3
2024-07-11,Widget A,Widgets,West,1,95.39,95.39,Q3
2024-07-12,Gadget Y,Gadgets,South,1,57.98,57.98,Q3
2024-07-12,Gadget Y,Gadgets,North,28,16.97,475.16,Q3
2024-07-12,Gizmo Pro,Gizmos,North,36,100.18,3606.48,Q3
2024-07-13,Gadget Y,Gadgets,South,28,174.2,4877.6,Q3
2024-07-13,Gadget Y,Gadgets,South,20,61.25,1225.0,Q3
2024-07-13,Widget A,Widgets,North,37,187.96,6954.52,Q3
2024-07-13,Widget A,Widgets,North,35,95.92,3357.2,Q3
2024-07-14,Gizmo Pro,Gizmos,South,99,106.37,10530.63,Q3
2024-07-14,Gadget Y,Gadgets,South,42,85.5,3591.0,Q3
2024-07-14,Gadget X,Gadgets,North,43,13.3,571.9,Q3
2024-07-15,Gizmo Pro,Gizmos,East,117,96.4,11278.8,Q3
2024-07-15,Gadget X,Gadgets,West,23,136.7,3144.1,Q3
2024-07-16,Gizmo Lite,Gizmos,South,45,37.27,1677.15,Q3
2024-07-16,Widget B,Widgets,North,8,194.28,1554.24,Q3
2024-07-16,Gizmo Pro,Gizmos,East,96,54.57,5238.72,Q3
2024-07-17,Widget B,Widgets,South,1,169.24,169.24,Q3
2024-07-17,Gadget X,Gadgets,South,10,13.33,133.3,Q3
2024-07-18,Widget B,Widgets,North,8,174.28,1394.24,Q3
2024-07-19,Gadget X,Gadgets,West,8,161.15,1289.2,Q3
2024-07-19,Widget A,Widgets,West,1,50.98,50.98,Q3
2024-07-19,Gizmo Lite,Gizmos,South,48,133.73,6419.04,Q3
2024-07-19,Gizmo Lite,Gizmos,West,28,40.26,1127.28,Q3
2024-07-20,Widget A,Widgets,West,33,87.31,2881.23,Q3
2024-07-20,Gizmo Pro,Gizmos,East,27,27.19,734.13,Q3
2024-07-21,Gadget X,Gadgets,South,4,133.6,534.4,Q3
2024-07-22,Gadget Y,Gadgets,South,38,93.25,3543.5,Q3
2024-07-22,Widget B,Widgets,East,13,161.58,2100.54,Q3
2024-07-23,Gadget X,Gadgets,South,1,32.84,32.84,Q3
2024-07-24,Widget A,Widgets,West,21,71.67,1505.07,Q3
2024-07-24,Widget B,Widgets,East,7,117.05,819.35,Q3
2024-07-24,Gadget Y,Gadgets,North,29,95.25,2762.25,Q3
2024-07-25,Widget A,Widgets,South,35,53.18,1861.3,Q3
2024-07-25,Gadget X,Gadgets,South,35,42.0,1470.0,Q3
2024-07-25,Widget B,Widgets,East,2,98.06,196.12,Q3
2024-07-25,Gizmo Pro,Gizmos,South,78,190.78,14880.84,Q3
2024-07-26,Gadget Y,Gadgets,West,29,74.84,2170.36,Q3
2024-07-26,Gizmo Pro,Gizmos,East,102,110.06,11226.12,Q3
2024-07-27,Gadget Y,Gadgets,East,15,84.93,1273.95,Q3
2024-07-27,Gizmo Lite,Gizmos,East,46,146.44,6736.24,Q3
2024-07-27,Gadget X,Gadgets,East,45,166.25,7481.25,Q3
2024-07-27,Gizmo Pro,Gizmos,East,45,56.26,2531.7,Q3
2024-07-28,Gadget Y,Gadgets,East,21,101.04,2121.84,Q3
2024-07-28,Widget B,Widgets,West,14,102.32,1432.48,Q3
2024-07-28,Gizmo Pro,Gizmos,East,138,68.39,9437.82,Q3
2024-07-29,Gadget X,Gadgets,West,8,69.15,553.2,Q3
2024-07-29,Gizmo Lite,Gizmos,North,18,85.98,1547.64,Q3
2024-07-29,Gadget Y,Gadgets,East,26,33.16,862.16,Q3
2024-07-29,Gadget Y,Gadgets,East,10,161.96,1619.6,Q3
2024-07-30,Widget A,Widgets,West,42,45.19,1897.98,Q3
2024-07-30,Gadget Y,Gadgets,East,20,101.87,2037.4,Q3
2024-07-30,Gizmo Lite,Gizmos,North,1,80.97,80.97,Q3
2024-07-31,Gadget X,Gadgets,South,13,124.31,1616.03,Q3
2024-07-31,Gizmo Pro,Gizmos,South,66,122.77,8102.82,Q3
2024-08-01,Widget B,Widgets,North,24,88.1,2114.4,Q3
2024-08-02,Widget A,Widgets,West,26,58.57,1522.82,Q3
2024-08-02,Widget B,Widgets,West,24,166.3,3991.2,Q3
2024-08-03,Widget B,Widgets,West,25,28.15,703.75,Q3
2024-08-03,Widget B,Widgets,North,33,90.55,2988.15,Q3
2024-08-03,Widget A,Widgets,North,35,175.16,6130.6,Q3
2024-08-04,Gizmo Pro,Gizmos,North,51,43.9,2238.9,Q3
2024-08-04,Gadget X,Gadgets,East,28,49.18,1377.04,Q3
2024-08-04,Widget B,Widgets,North,9,84.27,758.43,Q3
2024-08-05,Gizmo Lite,Gizmos,East,25,197.68,4942.0,Q3
2024-08-06,Gizmo Pro,Gizmos,South,54,86.82,4688.28,Q3
2024-08-06,Gizmo Pro,Gizmos,East,117,147.66,17276.22,Q3
2024-08-06,Gadget Y,Gadgets,South,46,29.78,1369.88,Q3
2024-08-07,Widget B,Widgets,South,32,62.09,1986.88,Q3
2024-08-07,Gadget Y,Gadgets,West,40,132.61,5304.4,Q3
2024-08-08,Widget A,Widgets,South,8,79.72,637.76,Q3
2024-08-08,Widget A,Widgets,North,39,23.19,904.41,Q3
2024-08-08,Gadget Y,Gadgets,West,2,137.22,274.44,Q3
2024-08-09,Gizmo Pro,Gizmos,South,24,177.22,4253.28,Q3
2024-08-09,Gadget X,Gadgets,East,44,71.62,3151.28,Q3
2024-08-09,Gizmo Lite,Gizmos,West,6,19.94,119.64,Q3
2024-08-10,Gizmo Lite,Gizmos,East,17,199.14,3385.38,Q3
2024-08-10,Gizmo Lite,Gizmos,South,8,120.29,962.32,Q3
2024-08-11,Gizmo Pro,Gizmos,East,39,130.64,5094.96,Q3
2024-08-11,Widget A,Widgets,South,16,87.8,1404.8,Q3
2024-08-11,Widget A,Widgets,West,16,10.23,163.68,Q3
2024-08-11,Gadget Y,Gadgets,West,8,161.14,1289.12,Q3
2024-08-12,Gizmo Pro,Gizmos,West,69,85.87,5925.03,Q3
2024-08-12,Gizmo Lite,Gizmos,West,5,150.06,750.3,Q3
2024-08-13,Widget A,Widgets,South,30,108.98,3269.4,Q3
2024-08-13,Gizmo Lite,Gizmos,West,18,159.7,2874.6,Q3
2024-08-13,Widget A,Widgets,West,16,106.3,1700.8,Q3
2024-08-13,Widget B,Widgets,East,14,32.35,452.9,Q3
2024-08-14,Gizmo Pro,Gizmos,South,6,82.37,494.22,Q3
2024-08-14,Gadget X,Gadgets,East,9,106.85,961.65,Q3
2024-08-15,Gizmo Lite,Gizmos,South,23,189.05,4348.15,Q3
2024-08-15,Gizmo Lite,Gizmos,East,35,159.39,5578.65,Q3
2024-08-15,Gizmo Lite,Gizmos,West,37,84.3,3119.1,Q3
2024-08-15,Widget A,Widgets,North,42,112.55,4727.1,Q3
2024-08-16,Gizmo Lite,Gizmos,South,24,111.17,2668.08,Q3
2024-08-16,Gizmo Lite,Gizmos,West,3,160.11,480.33,Q3
2024-08-16,Gizmo Lite,Gizmos,East,9,71.28,641.52,Q3
2024-08-17,Gadget X,Gadgets,South,2,52.49,104.98,Q3
2024-08-17,Gadget Y,Gadgets,North,18,131.78,2372.04,Q3
2024-08-18,Widget A,Widgets,South,33,185.32,6115.56,Q3
2024-08-18,Widget A,Widgets,South,46,180.67,8310.82,Q3
2024-08-19,Gadget Y,Gadgets,South,3,191.03,573.09,Q3
2024-08-20,Gizmo Pro,Gizmos,South,102,22.95,2340.9,Q3
2024-08-21,Widget A,Widgets,West,15,192.99,2894.85,Q3
2024-08-21,Gadget Y,Gadgets,West,32,33.19,1062.08,Q3
2024-08-21,Gizmo Pro,Gizmos,South,93,106.17,9873.81,Q3
2024-08-21,Gizmo Pro,Gizmos,East,18,10.06,181.08,Q3
2024-08-22,Widget B,Widgets,East,23,38.88,894.24,Q3
2024-08-22,Gizmo Pro,Gizmos,North,57,46.44,2647.08,Q3
2024-08-23,Gizmo Lite,Gizmos,East,11,153.31,1686.41,Q3
2024-08-23,Widget A,Widgets,East,23,55.44,1275.12,Q3
2024-08-24,Widget A,Widgets,East,28,67.62,1893.36,Q3
2024-08-25,Gadget Y,Gadgets,East,33,106.79,3524.07,Q3
2024-08-25,Widget A,Widgets,West,37,126.89,4694.93,Q3
2024-08-25,Gizmo Pro,Gizmos,East,108,110.14,11895.12,Q3
2024-08-26,Gizmo Pro,Gizmos,West,105,79.87,8386.35,Q3
2024-08-26,Gizmo Lite,Gizmos,North,14,43.61,610.54,Q3
2024-08-27,Gizmo Pro,Gizmos,North,6,35.42,212.52,Q3
2024-08-27,Gizmo Lite,Gizmos,South,38,59.36,2255.68,Q3
2024-08-28,Widget B,Widgets,North,39,127.6,4976.4,Q3
2024-08-28,Gizmo Pro,Gizmos,North,78,55.83,4354.74,Q3
2024-08-28,Gizmo Pro,Gizmos,West,54,22.28,1203.12,Q3
2024-08-29,Widget A,Widgets,East,35,60.51,2117.85,Q3
2024-08-29,Gizmo Pro,Gizmos,South,78,34.17,2665.26,Q3
2024-08-29,Gadget Y,Gadgets,West,48,150.1,7204.8,Q3
2024-08-29,Gadget X,Gadgets,North,41,126.68,5193.88,Q3
2024-08-30,Widget B,Widgets,North,21,191.68,4025.28,Q3
2024-08-30,Widget A,Widgets,North,17,135.15,2297.55,Q3
2024-08-31,Widget B,Widgets,South,48,58.39,2802.72,Q3
2024-09-01,Widget B,Widgets,East,40,97.68,3907.2,Q3
2024-09-01,Widget B,Widgets,West,8,180.07,1440.56,Q3
2024-09-02,Widget A,Widgets,East,23,108.5,2495.5,Q3
2024-09-03,Gadget Y,Gadgets,West,1,94.22,94.22,Q3
2024-09-04,Widget A,Widgets,North,23,146.1,3360.3,Q3
2024-09-05,Gadget X,Gadgets,West,24,16.76,402.24,Q3
2024-09-05,Gizmo Pro,Gizmos,South,120,77.12,9254.4,Q3
2024-09-05,Gadget Y,Gadgets,East,11,194.44,2138.84,Q3
2024-09-06,Gadget X,Gadgets,South,28,77.42,2167.76,Q3
2024-09-06,Gizmo Pro,Gizmos,West,15,135.46,2031.9,Q3
2024-09-06,Widget B,Widgets,West,38,25.7,976.6,Q3
2024-09-07,Widget A,Widgets,West,31,158.67,4918.77,Q3
2024-09-07,Widget A,Widgets,South,9,82.57,743.13,Q3
2024-09-07,Gadget X,Gadgets,West,49,58.53,2867.97,Q3
2024-09-07,Gizmo Lite,Gizmos,South,41,132.34,5425.94,Q3
2024-09-08,Gizmo Lite,Gizmos,West,10,161.76,1617.6,Q3
2024-09-08,Gadget X,Gadgets,North,40,31.65,1266.0,Q3
2024-09-08,Gizmo Pro,Gizmos,West,96,152.13,14604.48,Q3
2024-09-09,Gadget Y,Gadgets,East,34,34.34,1167.56,Q3
2024-09-09,Widget A,Widgets,North,40,123.72,4948.8,Q3
2024-09-09,Widget A,Widgets,West,40,92.09,3683.6,Q3
2024-09-09,Widget B,Widgets,West,25,41.1,1027.5,Q3
2024-09-10,Gadget Y,Gadgets,East,21,138.44,2907.24,Q3
2024-09-10,Gizmo Lite,Gizmos,East,49,132.7,6502.3,Q3
2024-09-11,Gizmo Lite,Gizmos,North,39,170.84,6662.76,Q3
2024-09-11,Widget B,Widgets,North,21,153.46,3222.66,Q3
2024-09-12,Gizmo Lite,Gizmos,East,40,115.98,4639.2,Q3
2024-09-12,Gadget Y,Gadgets,South,32,43.71,1398.72,Q3
2024-09-13,Gadget X,Gadgets,North,25,188.1,4702.5,Q3
2024-09-13,Gizmo Pro,Gizmos,North,54,30.51,1647.54,Q3
2024-09-14,Gadget Y,Gadgets,East,27,193.37,5220.99,Q3
2024-09-14,Gadget X,Gadgets,North,23,169.73,3903.79,Q3
2024-09-14,Gizmo Lite,Gizmos,North,43,154.06,6624.58,Q3
2024-09-15,Gadget X,Gadgets,South,19,38.8,737.2,Q3
2024-09-15,Gadget Y,Gadgets,North,47,176.66,8303.02,Q3
2024-09-15,Widget B,Widgets,West,16,164.23,2627.68,Q3
2024-09-15,Gizmo Pro,Gizmos,West,9,198.44,1785.96,Q3
2024-09-16,Widget B,Widgets,South,34,48.77,1658.18,Q3
2024-09-16,Gizmo Pro,Gizmos,East,138,127.04,17531.52,Q3
2024-09-16,Widget B,Widgets,North,41,81.3,3333.3,Q3
2024-09-17,Gadget Y,Gadgets,South,22,171.13,3764.86,Q3
2024-09-17,Gizmo Lite,Gizmos,South,12,151.69,1820.28,Q3
2024-09-17,Widget A,Widgets,West,34,154.15,5241.1,Q3
2024-09-17,Gadget X,Gadgets,East,16,38.29,612.64,Q3
2024-09-18,Gadget X,Gadgets,East,37,33.7,1246.9,Q3
2024-09-18,Gizmo Pro,Gizmos,West,12,147.19,1766.28,Q3
2024-09-19,Gadget X,Gadgets,North,26,84.39,2194.14,Q3
2024-09-19,Gizmo Lite,Gizmos,South,40,43.89,1755.6,Q3
2024-09-20,Gizmo Lite,Gizmos,North,4,44.45,177.8,Q3
2024-09-20,Gadget Y,Gadgets,West,17,121.76,2069.92,Q3
2024-09-21,Gizmo Lite,Gizmos,West,3,22.32,66.96,Q3
2024-09-22,Gadget Y,Gadgets,West,4,20.03,80.12,Q3
2024-09-22,Widget B,Widgets,East,30,162.95,4888.5,Q3
2024-09-23,Gadget Y,Gadgets,South,19,104.67,1988.73,Q3
2024-09-23,Gadget X,Gadgets,West,22,142.13,3126.86,Q3
2024-09-23,Gizmo Lite,Gizmos,West,38,49.87,1895.06,Q3
2024-09-23,Gadget X,Gadgets,South,48,80.96,3886.08,Q3
2024-09-24,Widget A,Widgets,West,33,26.83,885.39,Q3
2024-09-24,Widget A,Widgets,East,28,149.78,4193.84,Q3
2024-09-24,Widget A,Widgets,South,45,42.96,1933.2,Q3
2024-09-25,Gadget Y,Gadgets,East,48,43.87,2105.76,Q3
2024-09-25,Gizmo Lite,Gizmos,East,47,169.56,7969.32,Q3
2024-09-25,Widget A,Widgets,North,26,121.68,3163.68,Q3
2024-09-25,Gadget Y,Gadgets,North,10,73.56,735.6,Q3
2024-09-26,Widget A,Widgets,North,30,168.02,5040.6,Q3
2024-09-26,Gizmo Lite,Gizmos,East,17,186.63,3172.71,Q3
2024-09-26,Gizmo Pro,Gizmos,South,57,59.27,3378.39,Q3
2024-09-27,Gadget X,Gadgets,North,5,169.97,849.85,Q3
2024-09-27,Gadget Y,Gadgets,West,49,92.68,4541.32,Q3
2024-09-28,Gadget Y,Gadgets,South,6,129.92,779.52,Q3
2024-09-29,Widget B,Widgets,North,35,93.0,3255.0,Q3
2024-09-29,Gadget Y,Gadgets,South,6,20.88,125.28,Q3
2024-09-29,Gadget Y,Gadgets,East,44,35.72,1571.68,Q3
2024-09-30,Widget A,Widgets,West,36,12.55,451.8,Q3
2024-09-30,Gadget Y,Gadgets,West,42,63.62,2672.04,Q3
2024-09-30,Gadget X,Gadgets,South,28,159.55,4467.4,Q3
2024-09-30,Gizmo Lite,Gizmos,North,31,95.45,2958.95,Q3
2024-10-01,Gadget Y,Gadgets,West,9,102.64,923.76,Q4
2024-10-01,Gadget X,Gadgets,East,20,127.74,2554.8,Q4
2024-10-02,Gizmo Pro,Gizmos,East,4,69.89,279.56,Q4
2024-10-03,Gizmo Lite,Gizmos,West,15,14.15,212.25,Q4
2024-10-03,Gadget X,Gadgets,West,20,34.32,686.4,Q4
2024-10-03,Gizmo Pro,Gizmos,West,42,167.29,7026.18,Q4
2024-10-04,Gizmo Lite,Gizmos,South,37,196.45,7268.65,Q4
2024-10-04,Gizmo Pro,Gizmos,North,3,147.78,443.34,Q4
2024-10-04,Widget A,Widgets,North,19,68.65,1304.35,Q4
2024-10-04,Gadget Y,Gadgets,North,41,14.19,581.79,Q4
2024-10-05,Widget B,Widgets,North,7,139.91,979.37,Q4
2024-10-05,Widget A,Widgets,South,24,31.81,763.44,Q4
2024-10-05,Gadget Y,Gadgets,South,43,22.86,982.98,Q4
2024-10-05,Widget A,Widgets,South,17,126.45,2149.65,Q4
2024-10-06,Widget B,Widgets,North,1,91.44,91.44,Q4
2024-10-06,Widget B,Widgets,South,22,171.5,3773.0,Q4
2024-10-07,Widget B,Widgets,North,16,88.24,1411.84,Q4
2024-10-07,Gizmo Lite,Gizmos,West,12,21.83,261.96,Q4
2024-10-08,Gadget Y,Gadgets,East,10,195.83,1958.3,Q4
2024-10-08,Widget A,Widgets,West,32,59.14,1892.48,Q4
2024-10-09,Gadget Y,Gadgets,East,46,153.28,7050.88,Q4
2024-10-09,Gizmo Pro,Gizmos,West,15,177.12,2656.8,Q4
2024-10-10,Gadget X,Gadgets,West,41,116.43,4773.63,Q4
2024-10-10,Widget B,Widgets,North,49,15.16,742.84,Q4
2024-10-11,Gizmo Lite,Gizmos,North,3,182.75,548.25,Q4
2024-10-11,Widget B,Widgets,West,35,30.04,1051.4,Q4
2024-10-11,Widget A,Widgets,East,43,157.37,6766.91,Q4
2024-10-11,Gadget X,Gadgets,West,12,109.43,1313.16,Q4
2024-10-12,Gadget Y,Gadgets,North,41,119.74,4909.34,Q4
2024-10-12,Widget A,Widgets,South,47,47.21,2218.87,Q4
2024-10-12,Widget B,Widgets,South,42,95.04,3991.68,Q4
2024-10-12,Gadget Y,Gadgets,East,2,70.18,140.36,Q4
2024-10-13,Gadget X,Gadgets,West,27,62.61,1690.47,Q4
2024-10-14,Widget A,Widgets,West,28,48.38,1354.64,Q4
2024-10-14,Gizmo Pro,Gizmos,East,32,134.32,4298.24,Q4
2024-10-15,Gadget Y,Gadgets,South,30,126.91,3807.3,Q4
2024-10-16,Widget A,Widgets,East,12,150.55,1806.6,Q4
2024-10-16,Widget A,Widgets,North,45,196.98,8864.1,Q4
2024-10-16,Gizmo Lite,Gizmos,West,13,71.37,927.81,Q4
2024-10-17,Widget B,Widgets,West,31,134.67,4174.77,Q4
2024-10-17,Gadget X,Gadgets,North,5,116.35,581.75,Q4
2024-10-18,Widget A,Widgets,South,20,179.15,3583.0,Q4
2024-10-18,Gizmo Lite,Gizmos,West,5,194.96,974.8,Q4
2024-10-18,Gizmo Pro,Gizmos,South,9,165.62,1490.58,Q4
2024-10-18,Gizmo Lite,Gizmos,North,19,154.32,2932.08,Q4
2024-10-19,Widget B,Widgets,North,47,133.82,6289.54,Q4
2024-10-19,Gizmo Pro,Gizmos,East,24,103.9,2493.6,Q4
2024-10-19,Gadget Y,Gadgets,West,28,109.83,3075.24,Q4
2024-10-20,Gadget Y,Gadgets,North,26,29.12,757.12,Q4
2024-10-21,Gadget Y,Gadgets,East,34,76.11,2587.74,Q4
2024-10-21,Widget B,Widgets,West,11,133.72,1470.92,Q4
2024-10-21,Gizmo Lite,Gizmos,East,17,169.88,2887.96,Q4
2024-10-22,Gadget X,Gadgets,North,35,15.91,556.85,Q4
2024-10-22,Widget B,Widgets,West,2,69.83,139.66,Q4
2024-10-23,Gizmo Lite,Gizmos,North,9,134.5,1210.5,Q4
2024-10-23,Gadget X,Gadgets,East,4,174.61,698.44,Q4
2024-10-23,Gizmo Lite,Gizmos,East,15,50.4,756.0,Q4
2024-10-23,Widget A,Widgets,West,46,154.26,7095.96,Q4
2024-10-24,Widget A,Widgets,West,39,163.41,6372.99,Q4
2024-10-24,Gizmo Pro,Gizmos,North,15,59.45,891.75,Q4
2024-10-24,Gizmo Lite,Gizmos,East,27,116.48,3144.96,Q4
2024-10-24,Widget B,Widgets,West,46,97.47,4483.62,Q4
2024-10-25,Gizmo Lite,Gizmos,East,35,88.42,3094.7,Q4
2024-10-26,Gadget X,Gadgets,West,20,13.42,268.4,Q4
2024-10-26,Gizmo Lite,Gizmos,South,26,193.59,5033.34,Q4
2024-10-27,Widget A,Widgets,East,19,194.83,3701.77,Q4
2024-10-27,Widget B,Widgets,West,19,162.93,3095.67,Q4
2024-10-27,Gizmo Pro,Gizmos,North,7,128.06,896.42,Q4
2024-10-27,Gadget X,Gadgets,South,19,175.82,3340.58,Q4
2024-10-28,Gizmo Lite,Gizmos,South,36,28.34,1020.24,Q4
2024-10-28,Widget A,Widgets,North,33,99.07,3269.31,Q4
2024-10-28,Gizmo Lite,Gizmos,North,11,24.11,265.21,Q4
2024-10-28,Gadget X,Gadgets,West,14,151.21,2116.94,Q4
2024-10-29,Gadget Y,Gadgets,North,28,171.93,4814.04,Q4
2024-10-29,Gizmo Pro,Gizmos,West,46,74.68,3435.28,Q4
2024-10-29,Gizmo Pro,Gizmos,West,49,64.21,3146.29,Q4
2024-10-30,Gadget X,Gadgets,East,46,172.58,7938.68,Q4
2024-10-30,Gizmo Pro,Gizmos,North,5,57.94,289.7,Q4
2024-10-30,Gadget X,Gadgets,North,44,31.84,1400.96,Q4
2024-10-31,Gizmo Pro,Gizmos,North,9,137.15,1234.35,Q4
2024-11-01,Widget A,Widgets,East,8,108.31,866.48,Q4
2024-11-01,Gadget Y,Gadgets,East,12,98.24,1178.88,Q4
2024-11-02,Gadget X,Gadgets,South,26,41.32,1074.32,Q4
2024-11-03,Gizmo Pro,Gizmos,North,38,122.42,4651.96,Q4
2024-11-03,Gadget X,Gadgets,West,4,138.52,554.08,Q4
2024-11-03,Gadget Y,Gadgets,North,4,83.06,332.24,Q4
2024-11-03,Gadget X,Gadgets,West,22,59.91,1318.02,Q4
2024-11-04,Gadget X,Gadgets,East,41,106.19,4353.79,Q4
2024-11-04,Gizmo Lite,Gizmos,South,6,179.38,1076.28,Q4
2024-11-05,Gizmo Pro,Gizmos,East,12,124.77,1497.24,Q4
2024-11-06,Gadget X,Gadgets,North,42,194.59,8172.78,Q4
2024-11-06,Gizmo Pro,Gizmos,South,49,128.28,6285.72,Q4
2024-11-06,Gadget X,Gadgets,West,48,63.33,3039.84,Q4
2024-11-06,Widget A,Widgets,North,13,112.03,1456.39,Q4
2024-11-07,Widget A,Widgets,West,8,16.98,135.84,Q4
2024-11-07,Widget A,Widgets,North,26,97.94,2546.44,Q4
2024-11-08,Gizmo Lite,Gizmos,South,42,65.76,2761.92,Q4
2024-11-09,Widget A,Widgets,North,24,26.55,637.2,Q4
2024-11-10,Gizmo Pro,Gizmos,East,39,119.21,4649.19,Q4
2024-11-11,Gadget X,Gadgets,North,46,198.64,9137.44,Q4
