order_id,customer_id,order_date,product,category,quantity,price,discount_pct,shipping_cost,customer_country,payment_method,total_amount
1250,CUST-0123,2024-01-09,Backpack,Bags,3,23.75,5,3.23,UK,Debit Card,67.69
1251,CUST-0258,2024-08-20,Fitness Tracker,Electronics,3,59.79,0,,India,Debit Card,179.37
1252,CUST-0201,2024-05-18,Water Bottle,Accessories,4,164.98,15,6.79,UK,PayPal,560.93
1253,CUST-0236,2024-10-25,Backpack,Bags,5,161.16,0,12.06,Canada,Credit Card,805.8
1254,CUST-0137,2024-11-20,Water Bottle,Accessories,4,63.77,10,5.84,Nepal,Debit Card,229.57
1255,CUST-0190,2024-07-21,Wireless Earbuds,Electronics,4,179.11,0,,UK,PayPal,716.44
1256,CUST-0049,2024-04-23,Fitness Tracker,Electronics,3,180.25,20,8.48,Australia,Debit Card,432.6
1257,CUST-0273,2024-03-20,Backpack,Bags,2,138.6,5,7.26,India,Bank Transfer,263.34
1258,CUST-0205,2024-06-18,Wireless Earbuds,Electronics,1,95.41,0,9.72,UK,PayPal,95.41
1259,CUST-0302,2024-09-22,Duffel Bag,Bags,3,134.73,0,10.03,USA,Debit Card,404.19
1260,CUST-0118,2024-03-02,Water Bottle,Accessories,4,219.8,0,6.32,India,Debit Card,879.2
1261,CUST-0286,2024-11-05,Duffel Bag,Bags,1,59.63,5,1.58,Germany,Debit Card,56.65
1262,CUST-0022,2024-06-03,Fitness Tracker,Electronics,3,204.35,5,10.47,UK,Credit Card,582.4
1263,CUST-0055,2024-08-01,Duffel Bag,Bags,3,56.2,20,6.7,UK,Bank Transfer,134.88
1264,CUST-0292,2024-08-16,Running Shoes,Footwear,1,231.11,10,13.59,UK,Credit Card,208.0
1265,CUST-0143,2024-06-15,Resistance Bands,Fitness Gear,5,75.37,5,7.56,Germany,PayPal,358.01
1266,CUST-0153,2024-10-18,Backpack,Bags,5,94.52,15,,Australia,Credit Card,401.71
1267,CUST-0299,2024-01-28,Resistance Bands,Fitness Gear,5,242.45,0,,Canada,Debit Card,1212.25
1268,CUST-0119,2024-05-30,Resistance Bands,Fitness Gear,3,248.08,20,1.32,USA,Bank Transfer,595.39
1269,CUST-0238,2024-12-01,Water Bottle,Accessories,1,177.95,0,4.94,Nepal,Bank Transfer,177.95
1270,CUST-0114,2024-12-17,Yoga Mat,Fitness Gear,5,175.79,0,0.9,Canada,Bank Transfer,878.95
1271,CUST-0332,2024-06-10,Duffel Bag,Bags,5,85.32,5,1.88,Nepal,PayPal,405.27
1272,CUST-0224,2024-12-24,Duffel Bag,Bags,4,197.11,20,13.31,Germany,Debit Card,630.75
1273,CUST-0392,2024-06-04,Yoga Mat,Fitness Gear,1,51.87,0,7.39,Germany,PayPal,51.87
1274,CUST-0133,2024-01-25,Resistance Bands,Fitness Gear,3,74.25,0,14.32,Australia,Bank Transfer,222.75
1275,CUST-0293,2024-06-21,Fitness Tracker,Electronics,3,169.35,15,14.53,USA,Debit Card,431.84
1276,CUST-0113,2024-02-07,Water Bottle,Accessories,4,212.66,20,,Nepal,PayPal,680.51
1277,CUST-0212,2024-12-03,Duffel Bag,Bags,1,184.49,0,3.98,Germany,PayPal,184.49
1278,CUST-0045,2024-07-10,Running Shoes,Footwear,3,77.99,5,1.06,Canada,Credit Card,222.27
1279,CUST-0190,2024-07-10,Backpack,Bags,2,120.53,15,11.31,USA,Bank Transfer,204.9
1280,CUST-0082,2024-07-03,Duffel Bag,Bags,4,44.82,0,6.09,Nepal,PayPal,179.28
1281,CUST-0369,2024-07-18,Duffel Bag,Bags,2,130.71,0,4.48,India,Debit Card,261.42
1282,CUST-0391,2024-12-29,Running Shoes,Footwear,1,242.02,10,11.71,India,Debit Card,217.82
1283,CUST-0228,2024-12-08,Running Shoes,Footwear,2,212.66,0,4.19,Canada,PayPal,425.32
1284,CUST-0397,2024-11-23,Wireless Earbuds,Electronics,1,213.7,20,3.14,USA,Debit Card,170.96
1285,CUST-0293,2024-11-19,Yoga Mat,Fitness Gear,4,64.77,0,0.37,Canada,Debit Card,259.08
1286,CUST-0203,2024-05-29,Fitness Tracker,Electronics,5,216.72,0,0.14,Nepal,Credit Card,1083.6
1287,CUST-0194,2024-01-15,Resistance Bands,Fitness Gear,3,172.29,10,2.83,USA,Credit Card,465.18
1288,CUST-0127,2024-06-07,Wireless Earbuds,Electronics,5,78.12,20,3.61,UK,Bank Transfer,312.48
1289,CUST-0052,2024-12-04,Water Bottle,Accessories,1,89.56,10,0.39,Nepal,Debit Card,80.6
1290,CUST-0145,2024-07-23,Running Shoes,Footwear,5,81.56,0,2.76,Nepal,PayPal,407.8
1291,CUST-0205,2024-08-28,Wireless Earbuds,Electronics,4,98.71,5,5.12,UK,Debit Card,375.1
1292,CUST-0046,2024-12-13,Resistance Bands,Fitness Gear,4,121.3,5,13.8,Germany,Credit Card,460.94
1293,CUST-0079,2024-10-28,Backpack,Bags,3,222.2,0,7.53,India,PayPal,666.6
1294,CUST-0377,2024-09-30,Running Shoes,Footwear,3,183.97,10,4.52,Nepal,Debit Card,496.72
1295,CUST-0012,2024-10-02,Resistance Bands,Fitness Gear,1,191.01,20,13.81,USA,Bank Transfer,152.81
1296,CUST-0203,2024-07-08,Running Shoes,Footwear,5,155.15,5,7.12,UK,Debit Card,736.96
1297,CUST-0023,2024-05-02,Backpack,Bags,4,235.09,0,,USA,Credit Card,940.36
1298,CUST-0088,2024-07-26,Wireless Earbuds,Electronics,1,38.93,15,6.34,Canada,Bank Transfer,33.09
1299,CUST-0316,2024-05-16,Duffel Bag,Bags,5,168.19,0,4.29,India,Debit Card,840.95
1300,CUST-0052,2024-08-13,Backpack,Bags,2,189.67,20,13.95,USA,PayPal,303.47
1301,CUST-0266,2024-11-05,Duffel Bag,Bags,1,228.11,20,11.35,Canada,Debit Card,182.49
1302,CUST-0303,2024-08-07,Resistance Bands,Fitness Gear,3,36.27,0,6.46,Nepal,PayPal,108.81
1303,CUST-0084,2024-09-06,Yoga Mat,Fitness Gear,4,111.05,0,3.77,India,PayPal,444.2
1304,CUST-0386,2024-07-21,Yoga Mat,Fitness Gear,5,84.6,0,11.94,Australia,Bank Transfer,423.0
1305,CUST-0382,2024-02-24,Backpack,Bags,4,189.94,0,12.12,Australia,Debit Card,759.76
1306,CUST-0280,2024-02-21,Duffel Bag,Bags,4,45.95,10,13.12,UK,Bank Transfer,165.42
1307,CUST-0029,2024-03-17,Fitness Tracker,Electronics,1,69.8,0,0.24,Nepal,PayPal,69.8
1308,CUST-0398,2024-05-15,Backpack,Bags,5,142.72,5,4.25,UK,Bank Transfer,677.92
1309,CUST-0106,2024-10-09,Yoga Mat,Fitness Gear,3,99.33,10,8.57,Nepal,Debit Card,268.19
1310,CUST-0049,2024-01-05,Backpack,Bags,3,86.15,0,4.01,Canada,Bank Transfer,258.45
1311,CUST-0150,2024-03-26,Backpack,Bags,5,38.16,0,1.96,Nepal,Credit Card,190.8
1312,CUST-0272,2024-04-14,Fitness Tracker,Electronics,3,180.76,20,1.13,Canada,PayPal,433.82
1313,CUST-0062,2024-04-04,Wireless Earbuds,Electronics,5,155.08,0,,Australia,Credit Card,775.4
1314,CUST-0037,2024-03-10,Yoga Mat,Fitness Gear,4,15.96,0,14.16,UK,Credit Card,63.84
1315,CUST-0201,2024-03-03,Water Bottle,Accessories,2,48.57,0,12.93,Australia,PayPal,97.14
1316,CUST-0271,2024-03-09,Running Shoes,Footwear,2,174.61,5,10.87,UK,PayPal,331.76
1317,CUST-0281,2024-06-29,Duffel Bag,Bags,1,153.03,20,2.66,UK,Debit Card,122.42
1318,CUST-0188,2024-09-04,Running Shoes,Footwear,4,29.85,0,4.28,USA,PayPal,119.4
1319,CUST-0036,2024-03-11,Wireless Earbuds,Electronics,2,244.15,5,13.05,India,Bank Transfer,463.88
1320,CUST-0101,2024-07-07,Fitness Tracker,Electronics,4,116.01,15,14.84,UK,Debit Card,394.43
1321,CUST-0317,2024-09-20,Yoga Mat,Fitness Gear,1,128.25,0,11.68,UK,Bank Transfer,128.25
1322,CUST-0223,2024-01-23,Fitness Tracker,Electronics,1,144.38,10,2.82,USA,Credit Card,129.94
1323,CUST-0099,2024-07-30,Yoga Mat,Fitness Gear,5,151.25,5,11.83,USA,Debit Card,718.44
1324,CUST-0197,2024-09-26,Running Shoes,Footwear,2,208.7,10,,Nepal,Credit Card,375.66
1325,CUST-0356,2024-05-13,Water Bottle,Accessories,4,204.77,0,12.89,USA,PayPal,819.08
1326,CUST-0326,2024-05-19,Resistance Bands,Fitness Gear,4,137.28,0,0.9,UK,Bank Transfer,549.12
1327,CUST-0015,2024-09-08,Backpack,Bags,1,110.18,0,13.78,India,Credit Card,110.18
1328,CUST-0299,2024-10-09,Yoga Mat,Fitness Gear,3,101.16,0,13.72,USA,PayPal,303.48
1329,CUST-0159,2024-08-06,Yoga Mat,Fitness Gear,2,35.07,0,6.73,Australia,PayPal,70.14
1330,CUST-0275,2024-06-25,Fitness Tracker,Electronics,4,68.29,20,0.29,Nepal,Credit Card,218.53
1331,CUST-0278,2024-07-13,Water Bottle,Accessories,1,228.75,20,12.22,UK,Credit Card,183.0
1332,CUST-0073,2024-04-01,Backpack,Bags,5,89.01,0,7.55,Australia,Debit Card,445.05
1333,CUST-0230,2024-05-12,Wireless Earbuds,Electronics,2,216.14,0,11.53,Germany,Credit Card,432.28
1334,CUST-0355,2024-02-18,Running Shoes,Footwear,1,63.38,20,0.07,India,PayPal,50.7
1335,CUST-0331,2024-12-26,Backpack,Bags,5,212.87,0,13.51,UK,Bank Transfer,1064.35
1336,CUST-0170,2024-05-12,Resistance Bands,Fitness Gear,2,128.6,20,7.94,USA,Debit Card,205.76
1337,CUST-0236,2024-01-01,Wireless Earbuds,Electronics,3,216.83,20,,USA,Bank Transfer,520.39
1338,CUST-0165,2024-10-21,Running Shoes,Footwear,3,103.64,15,,Germany,Debit Card,264.28
1339,CUST-0358,2024-04-23,Wireless Earbuds,Electronics,3,192.44,5,14.02,Canada,Credit Card,548.45
1340,CUST-0073,2024-09-28,Backpack,Bags,4,221.29,0,4.23,UK,PayPal,885.16
1341,CUST-0088,2024-05-19,Yoga Mat,Fitness Gear,5,135.22,0,7.13,UK,Bank Transfer,676.1
1342,CUST-0201,2024-11-18,Wireless Earbuds,Electronics,2,132.02,15,10.1,Germany,Debit Card,224.43
1343,CUST-0141,2024-03-02,Duffel Bag,Bags,1,194.37,15,14.6,UK,Credit Card,165.21
1344,CUST-0084,2024-08-12,Duffel Bag,Bags,3,119.99,0,8.11,Australia,Credit Card,359.97
1345,CUST-0286,2024-02-24,Resistance Bands,Fitness Gear,3,134.6,15,9.63,Nepal,Bank Transfer,343.23
1346,CUST-0234,2024-08-12,Fitness Tracker,Electronics,1,214.85,20,0.91,USA,PayPal,171.88
1347,CUST-0033,2024-10-26,Backpack,Bags,3,54.36,15,12.52,UK,Credit Card,138.62
1348,CUST-0272,2024-03-05,Resistance Bands,Fitness Gear,5,115.92,0,12.82,Australia,Debit Card,579.6
1349,CUST-0067,2024-12-21,Running Shoes,Footwear,3,34.59,15,12.31,USA,Debit Card,88.2
1350,CUST-0057,2024-03-29,Running Shoes,Footwear,3,107.12,10,5.19,Nepal,Credit Card,289.22
1351,CUST-0041,2024-09-18,Resistance Bands,Fitness Gear,4,173.83,10,2.87,Nepal,Debit Card,625.79
1352,CUST-0320,2024-09-04,Wireless Earbuds,Electronics,1,227.1,0,8.26,USA,PayPal,227.1
1353,CUST-0300,2024-06-06,Resistance Bands,Fitness Gear,3,201.28,20,5.75,Germany,Debit Card,483.07
1354,CUST-0140,2024-09-28,Duffel Bag,Bags,1,81.81,5,14.95,Australia,Debit Card,77.72
1355,CUST-0320,2024-08-01,Backpack,Bags,1,199.23,0,,UK,PayPal,199.23
1356,CUST-0281,2024-02-21,Resistance Bands,Fitness Gear,1,176.73,0,12.44,USA,Debit Card,176.73
1357,CUST-0289,2024-09-18,Water Bottle,Accessories,1,130.26,0,8.34,UK,PayPal,130.26
1358,CUST-0152,2024-02-21,Running Shoes,Footwear,2,81.68,15,5.07,UK,PayPal,138.86
1359,CUST-0023,2024-05-21,Water Bottle,Accessories,2,57.99,0,1.12,UK,Credit Card,115.98
1360,CUST-0372,2024-03-11,Running Shoes,Footwear,4,149.88,0,7.26,Germany,Debit Card,599.52
1361,CUST-0297,2024-04-27,Duffel Bag,Bags,5,168.69,0,7.23,Germany,Credit Card,843.45
1362,CUST-0210,2024-03-15,Running Shoes,Footwear,4,87.76,10,4.13,India,Bank Transfer,315.94
1363,CUST-0031,2024-05-21,Backpack,Bags,5,249.58,20,9.96,UK,Bank Transfer,998.32
1364,CUST-0299,2024-09-01,Wireless Earbuds,Electronics,4,184.28,20,7.76,Germany,Bank Transfer,589.7
1365,CUST-0279,2024-12-11,Resistance Bands,Fitness Gear,1,17.54,10,1.84,Germany,PayPal,15.79
1366,CUST-0016,2024-04-23,Duffel Bag,Bags,3,111.36,15,,USA,PayPal,283.97
1367,CUST-0030,2024-10-17,Yoga Mat,Fitness Gear,3,191.8,0,7.3,UK,Debit Card,575.4
1368,CUST-0186,2024-11-05,Running Shoes,Footwear,5,162.17,20,1.99,Nepal,Bank Transfer,648.68
1369,CUST-0353,2024-07-04,Yoga Mat,Fitness Gear,1,184.19,15,9.83,Germany,Debit Card,156.56
1370,CUST-0107,2024-10-10,Wireless Earbuds,Electronics,2,78.53,15,10.96,USA,Credit Card,133.5
1371,CUST-0125,2024-01-26,Backpack,Bags,2,31.47,0,10.67,Canada,Credit Card,62.94
1372,CUST-0253,2024-03-19,Duffel Bag,Bags,3,122.69,5,13.3,Canada,Credit Card,349.67
1373,CUST-0156,2024-06-05,Water Bottle,Accessories,2,37.75,0,6.84,Germany,PayPal,75.5
1374,CUST-0123,2024-08-25,Wireless Earbuds,Electronics,1,245.64,10,3.42,Nepal,Debit Card,221.08
1375,CUST-0089,2024-04-17,Resistance Bands,Fitness Gear,2,104.28,0,11.36,Nepal,Debit Card,208.56
1376,CUST-0008,2024-12-18,Resistance Bands,Fitness Gear,4,45.8,0,11.01,Nepal,PayPal,183.2
1377,CUST-0339,2024-05-15,Resistance Bands,Fitness Gear,2,34.44,0,3.79,Nepal,Debit Card,68.88
1378,CUST-0109,2024-11-17,Resistance Bands,Fitness Gear,4,201.75,0,2.21,Germany,Debit Card,807.0
1379,CUST-0047,2024-02-11,Water Bottle,Accessories,5,182.96,5,3.67,Canada,Bank Transfer,869.06
1380,CUST-0113,2024-11-26,Wireless Earbuds,Electronics,2,225.35,10,6.35,USA,Credit Card,405.63
1381,CUST-0249,2024-03-28,Resistance Bands,Fitness Gear,4,81.9,0,13.03,UK,Credit Card,327.6
1382,CUST-0114,2024-11-09,Resistance Bands,Fitness Gear,2,207.57,20,12.38,India,Debit Card,332.11
1383,CUST-0257,2024-11-26,Resistance Bands,Fitness Gear,2,54.74,5,13.94,Canada,PayPal,104.01
1384,CUST-0021,2024-12-17,Water Bottle,Accessories,1,26.87,20,3.84,India,Credit Card,21.5
1385,CUST-0370,2024-10-18,Fitness Tracker,Electronics,5,91.79,20,6.68,UK,Credit Card,367.16
1386,CUST-0048,2024-05-04,Yoga Mat,Fitness Gear,4,43.97,20,,USA,PayPal,140.7
1387,CUST-0025,2024-01-02,Wireless Earbuds,Electronics,4,194.45,0,,Canada,Bank Transfer,777.8
1388,CUST-0048,2024-11-12,Running Shoes,Footwear,5,63.84,15,14.23,USA,Bank Transfer,271.32
1389,CUST-0234,2024-01-28,Wireless Earbuds,Electronics,1,30.1,0,9.8,Canada,Credit Card,30.1
1390,CUST-0061,2024-07-07,Yoga Mat,Fitness Gear,2,203.38,0,0.61,Germany,PayPal,406.76
1391,CUST-0178,2024-02-10,Water Bottle,Accessories,3,84.93,5,6.63,USA,Bank Transfer,242.05
1392,CUST-0374,2024-06-06,Water Bottle,Accessories,4,30.61,10,1.8,USA,PayPal,110.2
1393,CUST-0271,2024-05-31,Backpack,Bags,1,157.81,5,,Canada,PayPal,149.92
1394,CUST-0032,2024-10-16,Yoga Mat,Fitness Gear,5,188.47,0,2.83,Canada,Credit Card,942.35
1395,CUST-0308,2024-11-26,Wireless Earbuds,Electronics,5,70.0,20,8.0,Germany,Bank Transfer,280.0
1396,CUST-0361,2024-06-07,Fitness Tracker,Electronics,1,135.46,15,10.13,Canada,Debit Card,115.14
1397,CUST-0228,2024-06-14,Wireless Earbuds,Electronics,1,18.18,10,2.64,UK,PayPal,16.36
1398,CUST-0356,2024-04-14,Resistance Bands,Fitness Gear,2,70.04,5,2.92,India,Credit Card,133.08
1399,CUST-0106,2024-02-12,Wireless Earbuds,Electronics,1,151.1,10,1.49,UK,Credit Card,135.99
1400,CUST-0141,2024-06-04,Running Shoes,Footwear,1,33.49,0,1.34,Australia,PayPal,33.49
1401,CUST-0242,2024-11-02,Duffel Bag,Bags,2,212.71,0,1.42,Canada,Credit Card,425.42
1402,CUST-0275,2024-04-21,Fitness Tracker,Electronics,5,58.04,15,0.28,Canada,Credit Card,246.67
1403,CUST-0054,2024-06-20,Running Shoes,Footwear,2,162.11,5,5.45,Germany,Debit Card,308.01
1404,CUST-0145,2024-11-18,Backpack,Bags,3,243.11,20,,Germany,Debit Card,583.46
1405,CUST-0338,2024-12-09,Wireless Earbuds,Electronics,4,136.29,0,4.48,USA,Bank Transfer,545.16
1406,CUST-0068,2024-03-18,Duffel Bag,Bags,2,159.82,20,6.24,Canada,Credit Card,255.71
1407,CUST-0023,2024-09-20,Backpack,Bags,1,187.54,0,6.9,Australia,PayPal,187.54
1408,CUST-0293,2024-10-28,Resistance Bands,Fitness Gear,3,20.42,0,0.08,Germany,Credit Card,61.26
1409,CUST-0219,2024-09-02,Wireless Earbuds,Electronics,2,197.2,0,11.58,Nepal,Credit Card,394.4
1410,CUST-0227,2024-08-06,Running Shoes,Footwear,4,167.94,0,7.46,Australia,Debit Card,671.76
1411,CUST-0174,2024-05-14,Resistance Bands,Fitness Gear,4,246.18,5,5.51,USA,Debit Card,935.48
1412,CUST-0307,2024-06-21,Fitness Tracker,Electronics,4,102.76,10,5.01,Australia,Credit Card,369.94
1413,CUST-0052,2024-10-12,Fitness Tracker,Electronics,1,151.9,0,0.19,Nepal,Credit Card,151.9
1414,CUST-0087,2024-05-25,Water Bottle,Accessories,3,95.6,0,3.74,UK,Credit Card,286.8
1415,CUST-0327,2024-12-04,Duffel Bag,Bags,5,240.09,10,5.96,Australia,Debit Card,1080.4
1416,CUST-0097,2024-02-02,Fitness Tracker,Electronics,4,217.36,10,3.19,Nepal,Bank Transfer,782.5
1417,CUST-0122,2024-11-28,Backpack,Bags,2,243.31,0,6.22,India,Bank Transfer,486.62
1418,CUST-0173,2024-01-22,Yoga Mat,Fitness Gear,1,233.66,5,,Nepal,PayPal,221.98
1419,CUST-0012,2024-10-27,Resistance Bands,Fitness Gear,2,207.84,5,11.76,Germany,Debit Card,394.9
1420,CUST-0387,2024-02-07,Yoga Mat,Fitness Gear,1,169.58,0,4.11,USA,Credit Card,169.58
1421,CUST-0203,2024-07-27,Yoga Mat,Fitness Gear,5,43.03,20,7.39,Australia,Debit Card,172.12
1422,CUST-0281,2024-08-23,Duffel Bag,Bags,4,209.28,10,0.92,India,Bank Transfer,753.41
1423,CUST-0380,2024-04-17,Yoga Mat,Fitness Gear,1,54.2,15,14.13,Germany,Debit Card,46.07
1424,CUST-0264,2024-12-04,Resistance Bands,Fitness Gear,3,149.58,5,3.83,USA,Credit Card,426.3
1425,CUST-0110,2024-08-20,Water Bottle,Accessories,5,69.77,0,1.7,USA,Debit Card,348.85
1426,CUST-0188,2024-06-26,Resistance Bands,Fitness Gear,5,225.11,0,,Canada,Bank Transfer,1125.55
1427,CUST-0348,2024-04-19,Backpack,Bags,1,190.38,15,13.75,Germany,Credit Card,161.82
1428,CUST-0283,2024-09-13,Duffel Bag,Bags,3,107.67,0,10.13,UK,Credit Card,323.01
1429,CUST-0005,2024-12-04,Water Bottle,Accessories,1,32.43,15,13.42,UK,Credit Card,27.57
1430,CUST-0325,2024-10-26,Water Bottle,Accessories,5,102.96,0,2.64,UK,Credit Card,514.8
1431,CUST-0231,2024-02-09,Resistance Bands,Fitness Gear,1,229.89,10,9.37,India,Credit Card,206.9
1432,CUST-0038,2024-05-14,Resistance Bands,Fitness Gear,3,84.52,0,0.59,Australia,Bank Transfer,253.56
1433,CUST-0261,2024-10-11,Backpack,Bags,1,232.68,0,,Canada,Debit Card,232.68
1434,CUST-0210,2024-07-10,Running Shoes,Footwear,1,175.05,5,11.26,Germany,Credit Card,166.3
1435,CUST-0323,2024-03-10,Running Shoes,Footwear,2,223.3,10,,India,PayPal,401.94
1436,CUST-0333,2024-04-15,Wireless Earbuds,Electronics,5,28.24,15,6.57,Australia,Credit Card,120.02
1437,CUST-0201,2024-10-06,Fitness Tracker,Electronics,1,135.92,5,11.69,UK,Credit Card,129.12
1438,CUST-0268,2024-03-13,Water Bottle,Accessories,3,205.89,0,10.04,Australia,Credit Card,617.67
1439,CUST-0208,2024-09-08,Water Bottle,Accessories,5,85.27,15,12.54,Australia,Debit Card,362.4
1440,CUST-0200,2024-07-15,Wireless Earbuds,Electronics,5,56.03,20,7.76,UK,PayPal,224.12
1441,CUST-0131,2024-02-02,Resistance Bands,Fitness Gear,1,241.7,10,8.69,Nepal,Bank Transfer,217.53
1442,CUST-0316,2024-11-08,Water Bottle,Accessories,5,132.32,0,12.57,UK,Bank Transfer,661.6
1443,CUST-0235,2024-06-25,Running Shoes,Footwear,3,222.38,0,10.34,Germany,Credit Card,667.14
1444,CUST-0087,2024-11-19,Backpack,Bags,5,249.22,10,0.74,Germany,Debit Card,1121.49
1445,CUST-0053,2024-05-08,Resistance Bands,Fitness Gear,4,127.69,20,6.56,India,PayPal,408.61
1446,CUST-0365,2024-11-03,Yoga Mat,Fitness Gear,5,48.98,15,0.82,Germany,Debit Card,208.16
1447,CUST-0209,2024-04-19,Running Shoes,Footwear,5,233.16,15,8.14,India,Bank Transfer,990.93
1448,CUST-0090,2024-09-01,Water Bottle,Accessories,1,205.38,20,9.98,India,Bank Transfer,164.3
1449,CUST-0288,2024-12-14,Duffel Bag,Bags,4,53.52,0,6.67,Germany,Bank Transfer,214.08
1450,CUST-0137,2024-06-01,Wireless Earbuds,Electronics,2,231.53,5,13.34,India,Credit Card,439.91
1451,CUST-0070,2024-08-02,Yoga Mat,Fitness Gear,5,172.38,0,0.22,Australia,Debit Card,861.9
1452,CUST-0288,2024-12-29,Water Bottle,Accessories,4,218.67,20,12.61,Australia,Debit Card,699.74
1453,CUST-0005,2024-12-30,Resistance Bands,Fitness Gear,5,216.61,10,0.39,Canada,Credit Card,974.75
1454,CUST-0198,2024-01-25,Resistance Bands,Fitness Gear,3,117.78,0,,USA,Bank Transfer,353.34
1455,CUST-0379,2024-02-02,Backpack,Bags,3,215.32,10,3.29,Germany,PayPal,581.36
1456,CUST-0070,2024-10-16,Water Bottle,Accessories,3,185.88,0,10.21,Nepal,PayPal,557.64
1457,CUST-0332,2024-02-19,Running Shoes,Footwear,5,246.79,10,14.86,Germany,PayPal,1110.56
1458,CUST-0371,2024-06-19,Yoga Mat,Fitness Gear,4,213.43,0,6.47,Nepal,Credit Card,853.72
1459,CUST-0018,2024-03-24,Water Bottle,Accessories,4,161.73,20,6.18,UK,PayPal,517.54
1460,CUST-0317,2024-04-06,Wireless Earbuds,Electronics,3,216.33,0,5.89,Germany,PayPal,648.99
1461,CUST-0001,2024-11-01,Resistance Bands,Fitness Gear,4,23.41,10,13.59,USA,PayPal,84.28
1462,CUST-0163,2024-08-23,Fitness Tracker,Electronics,1,148.56,0,10.2,Australia,Bank Transfer,148.56
1463,CUST-0301,2024-01-17,Duffel Bag,Bags,3,218.61,0,,India,PayPal,655.83
1464,CUST-0368,2024-01-10,Running Shoes,Footwear,4,84.5,0,9.92,Canada,Debit Card,338.0
1465,CUST-0185,2024-01-18,Resistance Bands,Fitness Gear,2,83.12,0,14.6,UK,PayPal,166.24
1466,CUST-0064,2024-08-12,Yoga Mat,Fitness Gear,4,99.09,20,,USA,Bank Transfer,317.09
1467,CUST-0370,2024-11-03,Water Bottle,Accessories,1,140.85,15,3.36,USA,Bank Transfer,119.72
1468,CUST-0031,2024-02-16,Fitness Tracker,Electronics,2,122.45,0,10.98,Nepal,Debit Card,244.9
1469,CUST-0247,2024-12-03,Yoga Mat,Fitness Gear,5,109.04,0,,Australia,PayPal,545.2
1470,CUST-0399,2024-03-24,Water Bottle,Accessories,4,225.68,15,6.12,USA,Debit Card,767.31
1471,CUST-0349,2024-01-11,Water Bottle,Accessories,5,127.48,0,11.94,Nepal,Bank Transfer,637.4
1472,CUST-0257,2024-03-05,Resistance Bands,Fitness Gear,3,172.26,0,9.14,USA,Credit Card,516.78
1473,CUST-0351,2024-09-29,Yoga Mat,Fitness Gear,5,41.73,5,1.19,Canada,Credit Card,198.22
1474,CUST-0111,2024-02-01,Backpack,Bags,3,215.54,0,,Germany,PayPal,646.62
1475,CUST-0079,2024-12-01,Backpack,Bags,5,91.17,5,1.83,Nepal,Credit Card,433.06
1476,CUST-0266,2024-04-05,Wireless Earbuds,Electronics,5,99.44,20,3.14,USA,Credit Card,397.76
1477,CUST-0311,2024-01-21,Duffel Bag,Bags,4,242.67,5,5.19,Canada,Debit Card,922.15
1478,CUST-0348,2024-06-23,Yoga Mat,Fitness Gear,3,209.22,0,3.66,India,Debit Card,627.66
1479,CUST-0128,2024-07-24,Backpack,Bags,5,76.39,20,0.46,Australia,PayPal,305.56
1480,CUST-0222,2024-02-24,Fitness Tracker,Electronics,5,113.78,0,2.42,Canada,PayPal,568.9
1481,CUST-0362,2024-01-13,Water Bottle,Accessories,5,97.72,0,12.07,Australia,Credit Card,488.6
1482,CUST-0269,2024-02-29,Water Bottle,Accessories,3,120.1,5,6.8,India,Bank Transfer,342.28
1483,CUST-0002,2024-10-15,Wireless Earbuds,Electronics,1,176.41,10,14.42,Canada,Bank Transfer,158.77
1484,CUST-0158,2024-07-17,Water Bottle,Accessories,4,83.71,0,5.18,USA,PayPal,334.84
1485,CUST-0276,2024-02-03,Duffel Bag,Bags,1,110.09,5,10.4,Canada,PayPal,104.59
1486,CUST-0236,2024-04-23,Running Shoes,Footwear,4,213.11,5,11.58,UK,PayPal,809.82
1487,CUST-0279,2024-10-12,Resistance Bands,Fitness Gear,2,184.89,0,12.02,Australia,Credit Card,369.78
1488,CUST-0125,2024-12-09,Backpack,Bags,3,110.43,10,12.09,Germany,PayPal,298.16
1489,CUST-0021,2024-02-09,Water Bottle,Accessories,2,201.57,0,,UK,Bank Transfer,403.14
1490,CUST-0192,2024-11-22,Resistance Bands,Fitness Gear,2,140.37,20,13.32,Canada,Bank Transfer,224.59
1491,CUST-0076,2024-08-30,Running Shoes,Footwear,5,181.27,0,1.91,USA,Credit Card,906.35
1492,CUST-0136,2024-09-05,Duffel Bag,Bags,4,168.33,5,7.21,Germany,Debit Card,639.65
1493,CUST-0021,2024-04-27,Resistance Bands,Fitness Gear,4,75.42,15,0.22,Canada,Debit Card,256.43
1494,CUST-0075,2024-02-27,Running Shoes,Footwear,1,64.19,20,10.99,Australia,Debit Card,51.35
1495,CUST-0335,2024-06-14,Resistance Bands,Fitness Gear,1,73.74,0,13.97,USA,Debit Card,73.74
1496,CUST-0292,2024-07-30,Water Bottle,Accessories,1,197.75,0,14.26,Nepal,PayPal,197.75
1497,CUST-0221,2024-11-26,Yoga Mat,Fitness Gear,4,71.33,10,7.98,Australia,Debit Card,256.79
1498,CUST-0321,2024-10-22,Backpack,Bags,2,59.9,15,12.11,Germany,PayPal,101.83
1499,CUST-0115,2024-09-08,Running Shoes,Footwear,3,203.28,20,2.96,UK,Credit Card,487.87
